id,movieid,imdbid,kewords,synopsis
25354,748,115571,mexico  astronomer  alien  outer-space  extraterrestrial  radio-signal  seti  conspiracy  paranoia  scientist  alien-infiltration  two-word-title  suburb  marital-problem  fake-mustache  alien-disguised-as-human  laboratory  climatologist  us-mexico-borde,Zane Zaminski Charlie Sheen  a radio astronomer working for SETI  discovers an extraterrestrial radio signal from Wolf 336  a star 14 light years from Earth Zane reports this to his supervisor  Phil Gordian Ron Silver at the Jet Propulsion Laboratory  but
26385,235,109707,director  1950s  friend  friendship  transvestism  director-actor-relationship  reference-to-charlton-heston  reference-to-boris-karloff  los-angeles-california  hollywood-california  lightning  apartment  man-wearing-a-wig  loudspeaker  phone-booth  taxi,The film opens with a thunderstorm Lightning flashes illuminate a spooky old house  accompanied by the eerie wailing of a Theremin The camera moves inside the house to reveal a coffin which opens and from the coffin Criswell sits up This is nearly identic
26846,347,104779,male-rear-nudity  love  wheelchair  abuse  dancing  writer  bus  accident  french  bar  party  new-year's-eve-party  ship  sex  vomiting  breasts  milk  drinking-from-the-bottle  prostitute  fatal-attraction  dragging-a-body  girl  crying  pearl-necklace,Nigel Dobson Hugh Grant and his wife Fiona Kristn Scott Thomas are a perfectly respectable British couple with nuances of gentlemanly life They are on a cruise during their honeymoon heading for India They meet an extremely sensual young woman of French o
27152,10,113189,official-james-bond-series  cossack  russian  agent  russia  chemical-weapons  electromagnetic-pulse  showdown  fire  cuba  general  satellite  chase  escape  massacre  assassin  military  army  tank  research-station  missile  top-secret  british  enemy,The story opens in 1986  in the Cold War Soviet Union British secret agent James Bond Pierce Brosnan and his fellow 00 agent  Alec Trevelyan Sean Bean  have infiltrated a secret Soviet chemical weapons production facility with the intention of destroying
27241,69,113118,neighborhood  neighbor  bully  drug-dealer  first-part  1990s  subjective-camera  breaking-up-with-girlfriend  boyfriend-girlfriend-relationship  revenge  kicked-in-the-face  hit-with-a-brick  body-landing-on-a-car  sleeper-hold  montage  punched-in-the-s,An African-American family wake up one Friday morning and get ready for an average Friday of work and school Craig Ice Cube gets a call from his former girlfriend  abusing him and accusing him of going out with another woman He gets out of his bed  angry
27605,1091,98627,boss  weekend  beach  beach-house  party  hitman  summer  police  murder  insurance  strangulation  first-part  hawaiian-shirt  thong  obscene-finger-gesture  new-york-city  manhattan-new-york-city  female-stockinged-foot  bare-chested-male  water-skiing,Larry Wilson McCarthy and Richard Parker Silverman are two low-level financial employees at an insurance corporation in New York City While going over actuarial reports  Richard discovers mismatched payments Richard and Larry take their findings to the CE
27762,1028,58331,magic  banker  nanny  female-protagonist  live-action-and-animation  family-relationships  child's-point-of-view  father-son-relationship  father-daughter-relationship  chimney-sweep  brother-sister-relationship  apology  part-animation  based-on-novel  b,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisSpoiled and
28077,318,111161,prison  escape-from-prison  wrongful-imprisonment  prison-cell-search  first-person-narration  based-on-the-works-of-stephen-king  male-nudity  rita-hayworth-poster  parole-board  suicide-of-villain  suicide-of-friend  friendship-between-men  parole-heari,In 1947  Andy Dufresne Tim Robbins  a banker in Maine  is convicted of murdering his wife and her lover  a golf pro He is given two life sentences and sent to the notoriously harsh Shawshank Prison Andy always claims his innocence  but his cold and measur
28375,568,106408,beach  england  responsibility  self-actualization  abortion-clinic  generation-gap  hallucination  sibling-rivalry  boa-constrictor  female-friendship  seaside  family-reputation  troubled-marriage  tradition-versus-modernity  family-relationships  india,A community group of Indian women mostly Punjabis of various faiths of all generations from Great Britain  take a group day out to the Blackpool Illuminations The tensions of the generation gap torn between tradition and modernism as well as the personal
28605,842,117826,lilith  vampire  female-frontal-nudity  bare-butt  female-rear-nudity  crypt  female-removes-her-clothes  nudity  kissing-while-having-sex  gore  seduction  sexuality  sex-on-first-date  sex-in-bed  bisexual-vampire  lesbian  bound-and-gagged  ancient-vam,rafe guttman is a wise cracking detective who gets a case by katherine which leads him to a place where dead people are alive an the dead is walkinghe ends up helping katherine but then after they solve the case he finds out the case wasnt worth solvinghe
28747,339,114924,hospital  coma  cat  loneliness  unconventional-romance  family-gathering  man-in-a-coma  holiday-season  single-woman  family-relationships  secret-admirer  mistaken-identity  winter  christmas  christmas-day  nurse  train  fiancee  subway  saving-a-life,Sandra Bullock plays Lucy Ellenore Moderatz  a lonely fare collector on the Chicago elevated railway The highlight of her days is selling a token to a handsome commuter  Peter Callaghan played by Peter Gallagher  on whom she has a secret crush Working on
29047,7,114319,chauffeur  estate  playboy  vogue-magazine  cinderella-story  female-protagonist  businessman  fairy-tale  park-avenue-manhattan-new-york-city  martha's-vineyard  business-merger  computer  telephone-call  fiance-fiancee-relationship  party  marriage-enga,Sabrina Fairchild Julia Ormond  is the Larrabee chauffeur's daughter Maude Larrabee Nancy Marchand inherited the business  her son Linus Harrison Ford runs the business  and her other son David Greg Kinnear is the family playboy Sabrina spends her time wa
29706,344,109040,stupidity  nudity  dolphin  mascot  detective  animal  shark  fire  hawaiian-shirt  catching-a-bullet  catching-a-bullet-in-one's-teeth  police-shootout  bodyguard  aquarium  held-at-gunpoint  hostage  fundraiser  mansion  farce  slapstick-comedy  nightcl,The movie begins with our hero Ace Ventura Jim Carrey rescuing a dog from an angry man  all but destroying his car in the process The dog's owner  an attractive young woman  seduces Ace to avoid paying the detective's fee- a feat that Ace hardly resistsLa
29761,145,112442,drugs  murder  heroin  police  witness  internal-affairs  detective  friend  best-friend  bust  money  partner  loose-cannon  corrupt-cop  computer-cracker  mansion  basketball  corpse  prostitute  swimming-pool  police-detective  machismo  blockbuster  w,This synopsis is too short and may not include the required detailed description of the entire plot We normally require that synopses be at least 10 lines longIf you have seen this title  please help us by improving and expanding this synopsisOne hundred
30101,141,115685,gay-father  senator  drag  south-beach  nightclub  apartment  farce  coalition-for-moral-order  miami-beach  in-law  gay  drag-queen  cell-phone  politician  cordless-phone  crucifix  trying-to-act-more-masculine  1990s  same-sex-parents  teenage-prostitu,The film opens with a performance at the Birdcage  a nightclub situated in South Beach  Miami The club is owned by Armand Goldman  a gay Jew in a relationship with the club's star Albert  who performs as a drag queen Armand's son Val returns from college
30173,153,112462,partner  love  rock-music  tuxedo  necktie  outlaw  gang-leader  trap  sympathy  multiple-cameos  balladeer  singer-offscreen  kissing  date  medium-breasts  large-breasts  small-breasts  gang-that-lives-together  outlaw-gang  bimbo  white-strapless-dress,The legendary dark knight  Batman  has once again personal demons to face and insanevillains who seek to destroy Gotham But Batman is growing tired of his nightly paradeas Batman and daily existence as the rich and powerful Bruce Wayne He is haunted bymem
30486,507,107808,anti-hero  prison  texas  on-the-run  violence  blood  texas-ranger  little-boy  halloween  criminologist  escaped-convict  kidnapping  blood-splatter  manhunt  road-movie  adult-child-bonding  gun-violence  pistol  revolver  beating  punched-in-the-nose,A Perfect World  ostensibly about the escape of convicts Butch Haynes Kevin Costner and Terry Pugh Keith Szarabajka from a Huntsville prison  quickly focusses on their hostage-taking of an 8-year old boy  Philip Perry T J Lowther The movie opens with the
30584,367,110475,mask  bank  bank-clerk  loki  gangster  alter-ego  deception  crime-boss  norse-god  hero  superhero  watching-television  man-wearing-glasses  villain-played-by-lead-actor  neo-noir  box-office-hit  zoot-suit  magical-mask  catchphrase  police-shootout,Stanley Ipkiss Jim Carrey  a clerk in an Edge City bank  is a shy  luckless romantic who is regularly bullied by nearly everyone around him  including his boss Eamonn Roche  his landlady Mrs Peeman Nancy Fish  and car mechanics His only friends are his Fo
30818,595,101414,beast  prince  castle  village  spell  rose  based-on-fairy-tale  egotism  wilhelm-scream  surrealism  race-against-time  no-opening-credits  title-appears-in-song  temper  teacup  mirror  love-triangle  france  curse  fairy-tale  character-name-in-title,In the prologue  told through stained glass windows  an old beggar woman arrives at the castle of a French prince The woman asks for shelter from the cold  and in return  offers the young prince a rose Repulsed by her appearance  the prince turns her away
